policy,steps,throughput_kbps,packet_loss_ratio,avg_input_packet_loss_rate,delivered_bytes_total,attempted_bytes_total
q,4000,483.80699999999996,0.41535423365384055,0.0,2419035.0,4137608.0
paper,4000,765.528,0.20708667680895704,0.0,3827640.0,4827312.0
