config,throughput_kbps,packet_loss_ratio
g00_a020_e025,774.2792000000001,0.2805185237772575
g02_a020_e020,775.4431999999999,0.3014026483959192
g04_a015_e015,772.1288,0.2828539287104818
g06_a010_e010,483.80699999999996,0.41535423365384055
g08_a010_e005,509.76360000000005,0.4070689224005071
