policy,steps,throughput_kbps,packet_loss_ratio,avg_input_packet_loss_rate,delivered_bytes_total,attempted_bytes_total
q,4000,772.1288,0.2828539287104818,0.0,3860644.0,5383344.0
paper,4000,765.528,0.20708667680895704,0.0,3827640.0,4827312.0
