scenario,policy,throughput_pkts_per_step,lost_pkts_per_step,reward
baseline_balanced,FCFS,979.51025,475.0639999999999,1.0474474092576618
baseline_balanced,Proposed,1048.50775,1715.059625,1.1709906922184303
