policy,steps,throughput_kbps,packet_loss_ratio,avg_input_packet_loss_rate,delivered_bytes_total,attempted_bytes_total
q,8000,341.15340000000003,0.1845444812628762,0.5515,3411534.0,4183593.0
paper,8000,456.73019999999997,0.6397476775633882,0.5515,4567302.0,12678064.0
